Cement (component 1)(kg in a m^3 mixture),Blast Furnace Slag (component 2)(kg in a m^3 mixture),Fly Ash (component 3)(kg in a m^3 mixture),Water  (component 4)(kg in a m^3 mixture),Superplasticizer (component 5)(kg in a m^3 mixture),Coarse Aggregate  (component 6)(kg in a m^3 mixture),Fine Aggregate (component 7)(kg in a m^3 mixture),Age (day),target
1.9320515169649963,-0.5564718694662006,1.0919153299313364,1.3234619144696136,-0.37432172802847236,-1.164042254976287,-0.9032654634575801,-0.6893133878049272,25.6091085695
-0.07777344156134931,1.2151754810000945,1.045011986824958,-0.9289522946746351,0.7022392902173932,-1.8252264922128838,-0.08779624360151239,-0.27567314810142585,76.23536132
0.7038251534211184,-0.637001294487396,1.3733353885696071,-1.3043546628653433,0.7961449242076869,-0.40113736585713666,0.3570051490472518,-0.27567314810142585,62.93536928
-0.4220490131607696,-0.8555811624020687,-0.8311217374301791,0.15032951387365073,-1.0333380522817828,1.8367169755590376,0.20873801816433038,-0.27567314810142585,17.54026944
0.27859829876994263,0.8125283558941183,-0.8311217374301791,-0.15468491028129963,0.30817100472241127,0.36049601511348145,-1.030528084132087,-0.27567314810142585,41.053469468
0.06365868514976379,1.3704822292552568,-0.8311217374301791,0.18317722109033716,-1.0333380522817828,0.31345021361780134,-0.8377808139842903,-0.623130949452367,21.859147104
-0.6475960362842818,0.272521040109132,-0.44776507977404617,-0.0026469511640624,0.08179135135295361,1.1755327383224405,0.16574055020828296,0.18760392036649576,47.13257936
-1.2073695062145824,0.803324993034553,0.9246267395185866,1.7974074043103825,0.6603171321860122,-0.6401808977811365,-1.411080386731586,-0.27567314810142585,16.503987012
-0.8655131683615364,-0.8555811624020687,1.1259984259219715,-0.9359910890782112,0.6234256331183969,1.4565360391479931,0.37665054388923924,-0.5073116823353866,22.7182342
-1.305999805105227,1.0886292416810734,1.4046042839738593,0.43188129001668185,0.30817100472241127,-0.08326032872415737,-1.5951787409112133,-0.27567314810142585,29.72331036
-0.42158377590185137,-0.8555811624020687,0.6402361358169122,0.22822550527322252,0.14048237259688703,-0.30056107130826243,0.9254860400408528,-0.6893133878049272,19.93275116
-1.1589848312870963,1.8847201290334605,-0.8311217374301791,0.18317722109033716,-1.0333380522817828,0.8525696685953326,-0.4671129867769868,-0.623130949452367,9.617500724
0.8433963310965591,-0.8555811624020687,-0.8311217374301791,0.3849559939928433,0.14048237259688703,0.5016334196005245,-0.5202420420100331,-0.27567314810142585,39.05192064
0.04318824575736593,0.5364274701071632,-0.8311217374301791,-0.2250728543170574,0.14048237259688703,-0.8334501363579885,0.7029617877740684,-0.27567314810142585,42.13387836
-0.8500672913654543,2.4576294670413925,-0.8311217374301791,0.47880658604052034,-1.0333380522817828,-0.5562613599780312,-0.6919848019494168,-0.27567314810142585,39.321505756
0.21997840414625744,-0.8555811624020687,-0.8311217374301791,0.5257318820643588,-1.0333380522817828,-0.07054524723883819,0.4929166856899297,2.239259509295863,34.48758952
0.9792456107006549,0.26147700467765367,-0.8311217374301791,-1.1213460083723727,0.9956943964370606,-1.5442231913873299,1.8977477508056104,-0.6893133878049272,28.096147
1.7831755941111929,-0.8555811624020687,-0.8311217374301791,2.168117242898707,-1.0333380522817828,-0.5282881807103283,-2.2006028586831423,-0.623130949452367,38.60376124
-1.02183288735803,-0.2797957735005228,1.8819239723197705,-0.798969224688602,0.05160739757035914,0.41517086550035476,0.26433819224542593,0.18760392036649576,53.77223324
-0.942742553341947,-0.33547611880089206,1.0758118487981465,-0.5436956143189206,0.3400318448262608,1.0916132005193353,0.1055688062582973,-0.6893133878049272,7.31534036
0.8992248021667353,0.2373181771712952,-0.8311217374301791,2.168117242898707,-1.0333380522817828,-0.5282881807103283,-2.2006028586831423,-0.623130949452367,32.823194456
0.20416033734304093,1.4855242649998213,-0.8311217374301791,1.0184474903146632,-1.0333380522817828,-0.10360445910066833,-1.7434458717941346,-0.27567314810142585,43.377003588
2.0157942235702606,-0.8555811624020687,-0.8311217374301791,0.8542089542312284,-1.0333380522817828,1.9257225459562717,-1.9658465681185167,3.728364372228468,55.15808
-1.336705464193824,1.0299578034513455,1.1653972341313295,2.5763673183061013,-0.060743985953742086,-1.3344243468795636,-1.4394982534841454,-0.27567314810142585,35.22532884
1.3179383351930574,0.36731567756265315,-0.8311217374301791,-1.4263604325273231,2.0856705052529683,-0.4774278547690517,0.39036525349590967,0.7667002559513978,66.69990824
-1.1571238822514238,1.548797384659332,1.68602434261213,0.901134250255067,0.14048237259688703,-1.5963550254771388,-1.2739332906648835,-0.27567314810142585,30.88163004
0.027370178954149428,1.4556133357062346,-0.8311217374301791,-1.740759915887042,0.8447746275240887,0.39482673512384375,0.39036525349590967,0.7667002559513978,76.80073164
-1.2129523533216,0.3178476021924904,-0.8311217374301791,0.47880658604052034,-1.0333380522817828,-1.0877517660643719,2.112735090585846,-0.27567314810142585,17.96429718
0.5456444853889523,-0.41842142657272313,-0.8311217374301791,2.168117242898707,-1.0333380522817828,-0.5282881807103283,-1.2615776964246401,3.728364372228468,55.064311264
1.3179383351930574,0.36731567756265315,-0.8311217374301791,-1.3278173108772626,1.7335243777893672,-1.5442231913873299,1.420821813132213,0.18760392036649576,64.30053176
-0.2610769215750946,0.2810341507542297,0.37273073563353387,0.3192605795594691,0.05663805653412491,-0.6935842400194776,-0.2817790731733351,-0.27567314810142585,33.798802996
-0.6500152700306561,-0.8555811624020687,1.8930244301882801,-1.275730232290801,0.92191139830183,1.0013361219735675,0.041690384036239175,-0.27567314810142585,45.93978588
0.3502448366433354,-0.8555811624020687,1.1700875684419672,0.009553625802135188,0.811236901098984,-1.316623232800117,0.09753767000213934,-0.27567314810142585,37.25928304
-0.8655131683615364,-0.8555811624020687,1.1259984259219715,-0.7126266800047389,0.6234256331183969,1.3408287976315898,0.33105840114274027,-0.27567314810142585,24.84871504
-0.6477821311878489,-0.8555811624020687,1.9008416540393431,-1.2672836790065112,0.6703784501135437,1.016594219755951,0.05243975102525103,-0.27567314810142585,40.14818748
-0.6591339203054514,-0.8555811624020687,0.7381077784322219,-1.0547120880185228,0.42722993353153366,0.43551499587686426,1.6245655621538275,-0.6893133878049272,13.54130864
-0.440658503517495,0.9505787987875959,-0.8311217374301791,0.47880658604052034,-1.0333380522817828,-0.012055872406369714,-0.28425019202138296,-0.27567314810142585,32.88455782
-0.6477821311878489,-0.8555811624020687,1.9008416540393431,-1.2672836790065112,0.6703784501135437,1.016594219755951,0.05243975102525103,-0.6893133878049272,17.57474324
-1.0911532389368321,-0.8555811624020687,1.7215145388959563,-0.2504125141699298,-0.2804160940381788,1.0814411353310776,0.09864967348376165,-0.27567314810142585,21.53923024
-0.6475960362842818,0.272521040109132,-0.44776507977404617,-0.0026469511640624,0.08179135135295361,1.1755327383224405,0.16574055020828296,-0.5073116823353866,17.83674412
0.46190177878368793,-0.8555811624020687,-0.8311217374301791,0.47880658604052034,-1.0333380522817828,-0.5384602458985831,0.8709978694413796,-0.623130949452367,23.404952296
1.9320515169649963,-0.5564718694662006,1.0919153299313364,1.3234619144696136,-0.37432172802847236,-1.164042254976287,-0.9032654634575801,-0.27567314810142585,55.55108132
-0.9040348133999582,0.5720905011879782,-0.8311217374301791,0.18317722109033716,-1.0333380522817828,1.3967751561669954,-0.09644515956968337,-0.27567314810142585,17.596806472
0.11762620718426761,-0.8555811624020687,0.8370738323866803,1.858410289141373,0.7273925850362218,-1.9625493722543303,0.07776871921774954,-0.27567314810142585,31.420110796
-0.3103920710204171,-0.8555811624020687,0.6649385631862714,0.26388873025133935,-0.10601991662763356,-0.2121912549852936,1.1004412544826996,-0.6893133878049272,13.81709904
0.7689583696696574,1.2957049060212897,-0.8311217374301791,0.44595887882383395,0.07340691974667728,-1.8977024566792038,-0.18787655694748462,-0.27567314810142585,65.909079268
0.29441636557315914,0.7204947272984666,-0.8311217374301791,-1.72668232707989,-0.04397512274118957,1.9892979533828676,-0.3349081284063814,-0.27567314810142585,81.75116932
0.27859829876994263,2.1608210148204154,-0.8311217374301791,-0.2954607983528152,0.40878418399772576,0.9326746819528456,-1.9806732812068093,-0.6893133878049272,28.79941252
0.27859829876994263,2.1608210148204154,-0.8311217374301791,-0.2954607983528152,0.40878418399772576,0.9326746819528456,-1.9806732812068093,-0.623130949452367,42.79577532
1.7831755941111929,-0.8555811624020687,-0.8311217374301791,2.168117242898707,-1.0333380522817828,-0.5282881807103283,-2.2006028586831423,3.728364372228468,42.131120456
-0.6586686830465334,-0.8555811624020687,0.7384204673862643,-1.0533043291378075,0.7055930628599036,0.38465466993558756,1.6270366810018755,-0.6893133878049272,13.33446584
-0.6633210556357148,-0.8555811624020687,1.0703397921024025,-0.06975012447815179,-0.07918973548754966,1.0687260538457584,0.08913586591877441,-0.6893133878049272,12.47262084
-0.6060038253370005,-0.22699147909376763,1.1041101991389948,-1.9261148351812036,0.9638335563332111,1.298869028730037,0.25408304902602336,-0.6893133878049272,27.42046052
0.5177302498538642,-0.8555811624020687,-0.8311217374301791,0.7134330661597129,-1.0333380522817828,-0.07054524723883819,0.10989326424238278,-0.27567314810142585,32.03994972
-1.147819137073061,0.6169568951283584,1.0762808822292103,0.009553625802135188,0.03986919332157255,-1.901516981124799,1.3207414997862408,-0.27567314810142585,39.39665864
1.3179383351930574,0.36731567756265315,-0.8311217374301791,-1.3278173108772626,1.7335243777893672,-1.5442231913873299,1.420821813132213,-0.6893133878049272,33.39821744
0.3753676486249146,2.397807608454219,-0.8311217374301791,0.09401915864504505,0.6938548586111172,-0.39223680881741263,-1.3863691982510993,-0.6893133878049272,28.29609504
-0.3187663416809436,-0.8555811624020687,0.7127799731547775,-1.1114916962073664,1.1130764389249277,0.18070476291106852,1.4444209981310776,-0.6893133878049272,15.36152528
1.1020682470550425,0.2338669160989583,-0.8311217374301791,-1.614061616622677,0.8783123539491938,-0.3401049747276052,0.9883760147236923,-0.6893133878049272,41.09966436
0.152984238862046,-0.8555811624020687,1.0418850972845328,1.3938498585053714,0.6267794057609074,-1.2123595646204992,-0.549895468186617,-0.27567314810142585,23.835874796
-0.7756293299385526,0.6744779130006407,-0.8311217374301791,0.47880658604052034,-1.0333380522817828,-0.10360445910066833,0.42125423909651827,0.7501546463632577,43.25082948
1.8296993200030065,-0.8555811624020687,-0.8311217374301791,0.47880658604052034,-1.0333380522817828,-0.47488483847198726,-0.7401716194863659,-0.623130949452367,34.569637164
-0.2638683451286035,-0.8555811624020687,-0.8311217374301791,0.47880658604052034,-1.0333380522817828,-1.064864619390798,2.1362107196423086,-0.623130949452367,10.222171176
1.0574054701989013,-0.8555811624020687,-0.8311217374301791,0.15032951387365073,-1.0333380522817828,0.8449406197041421,-0.4708196650490593,-0.27567314810142585,39.0932892
-0.3103920710204171,-0.8555811624020687,0.6649385631862714,0.47129853867670635,-0.13955764305273843,-0.31340330360843466,1.0513895453489341,-0.5073116823353866,24.65566176
0.11492783108254225,-0.8555811624020687,0.6641568408011652,-0.4812849706072161,0.4540601146716172,-0.23406119514004292,1.076100733829421,-0.6893133878049272,22.94576128
-0.1615161481666137,0.455898045085968,-0.8311217374301791,2.168117242898707,-1.0333380522817828,-0.5282881807103283,-1.2615776964246401,0.7501546463632577,47.029847436
0.6107777016374912,-0.8555811624020687,-0.8311217374301791,0.47880658604052034,-1.0333380522817828,0.9339461901013764,0.41878312024846903,-0.623130949452367,18.12632404
0.32977439725093755,1.5890620971699294,-0.8311217374301791,-1.2245816596248182,1.364609387113214,-1.5442231913873299,1.3380393317225814,-0.623130949452367,33.39821744
0.8527010762749218,0.2235131328819474,-0.8311217374301791,-2.5901077739185188,2.890575939455484,-1.5442231913873299,2.724337005477897,-0.623130949452367,45.69846928
-1.0651929998892002,-0.3698736874885169,1.1114583895589942,-1.101168131082122,0.7827298336376449,1.3637159443051639,0.2970805169820708,-0.27567314810142585,31.11605188
-0.9800545815071814,0.6376644615623802,1.0231237600419814,-0.08711248400697226,-0.43468963559366114,0.42915745513420467,-0.3126680587739437,-0.6893133878049272,20.72564856
-1.1012954111812474,-0.8553510783305797,1.4135159191640712,-0.8440175088714873,-1.0333380522817828,0.40754181660916294,1.591329013647572,0.18760392036649576,36.56291228
-1.1943428629648747,-0.8555811624020687,1.4046042839738593,0.5257318820643588,0.47585963684793553,0.9339461901013764,-0.9279766519380669,-0.27567314810142585,12.45883132
-0.2976445701260601,-0.8555811624020687,1.0179643923002797,0.3122217851558931,0.03148476171529622,0.697445674474441,-0.17762141372808204,-0.27567314810142585,32.66047812
-0.6639723877982001,-0.8555811624020687,1.119744646841121,-1.0697281827461507,0.28134082358232737,1.4222053191376338,0.33896598145649587,-0.27567314810142585,38.50033984
0.11762620718426761,-0.8555811624020687,-0.8311217374301791,0.19725480989748925,-1.0333380522817828,1.4806946939701007,-0.0383738666405386,-0.27567314810142585,25.17966352
-1.2594760792134136,-0.8555811624020687,1.3107975977611024,-1.116653478769989,1.6496800617266052,0.36176752326201367,0.7153173820143118,-0.27567314810142585,17.95395504
1.0201864894854507,-0.8555811624020687,-0.8311217374301791,0.47880658604052034,-1.0333380522817828,-0.41893847993658323,0.16672899774750294,-0.6893133878049272,19.199148696
-1.1012954111812474,-0.8553510783305797,1.4135159191640712,-0.8440175088714873,-1.0333380522817828,0.40754181660916294,1.591329013647572,-0.27567314810142585,26.200088
-1.2594760792134136,-0.8555811624020687,2.0143477443567788,-0.03737167022170333,1.4819914296010808,-1.7107907588450113,1.382519470987458,-0.27567314810142585,15.52010476
-0.7756293299385526,0.6744779130006407,-0.8311217374301791,0.47880658604052034,-1.0333380522817828,-0.10360445910066833,0.42125423909651827,-0.6893133878049272,11.41427518
1.3179383351930574,0.36731567756265315,-0.8311217374301791,-1.3278173108772626,1.7335243777893672,-1.5442231913873299,1.420821813132213,-0.27567314810142585,60.2946762
2.0157942235702606,-0.8555811624020687,-0.8311217374301791,-1.4451305509368588,0.47585963684793553,0.7559350493069079,-1.4469116100282917,-0.27567314810142585,69.83702404
-0.3103920710204171,-0.8555811624020687,0.6649385631862714,0.26388873025133935,-0.10601991662763356,-0.2121912549852936,1.1004412544826996,-0.5073116823353866,24.91766264
0.8620058214532845,-0.8555811624020687,-0.8311217374301791,1.5393182761792705,-1.0333380522817828,0.3808401454899924,-0.12041501239575493,0.18760392036649576,36.3009114
-0.05916395120462389,-0.8555811624020687,-0.8311217374301791,0.43188129001668185,-1.0333380522817828,-0.07054524723883819,1.0365628322606415,2.239259509295863,32.32952964
1.7831755941111929,-0.8555811624020687,-0.8311217374301791,2.168117242898707,-1.0333380522817828,-0.5282881807103283,-2.2006028586831423,-0.27567314810142585,39.28978986
-0.057396049620734996,0.26976003125126236,-0.4487031466361737,-0.9899551795056257,0.8430977412028335,1.1208578879355688,0.12793243183313868,0.18760392036649576,66.82401392
-0.8251305742874422,-0.8555811624020687,0.7404529455875407,-0.7590827230683395,0.22097291601713875,0.4177138817974177,1.6531069848487894,-0.27567314810142585,25.72434956
0.38746381735678626,-0.8555811624020687,-0.8311217374301791,0.10340421784981221,-1.0333380522817828,1.1373874938664832,0.1346044527228697,-0.623130949452367,17.54026944
0.32977439725093755,1.5890620971699294,-0.8311217374301791,-1.2245816596248182,1.364609387113214,-1.5442231913873299,1.3380393317225814,-0.6893133878049272,25.2003478
0.7038251534211184,-0.637001294487396,1.3733353885696071,-1.3043546628653433,0.7961449242076869,-0.40113736585713666,0.3570051490472518,-0.6893133878049272,23.6391771458
-1.1292096467163357,1.330217516744659,1.48277652248449,-0.13122226226938036,2.152745958103178,-1.7235058403303305,-0.3843305053673552,-0.27567314810142585,33.75674496
-1.3804377665321288,-0.8555811624020687,1.7641965811227607,-0.08429696624554185,0.6435482689734597,-0.1595508176360724,0.40642752600822557,-0.27567314810142585,13.29309728
-0.4994644930447473,-0.8555811624020687,1.0162446030530459,0.6303752921975183,-0.005406737352319076,0.6936311500288429,-0.17885697315210666,-0.6893133878049272,13.35515012
-0.3187663416809436,-0.8555811624020687,0.7127799731547775,-1.1114916962073664,1.1130764389249277,0.18070476291106852,1.4444209981310776,0.9156107422446582,51.0556978
-0.4967661169430222,-0.8555811624020687,1.0185897702083648,0.6416373632432399,-0.2569396855406054,0.7101607559597601,-0.1669956026814725,-0.27567314810142585,24.48329276
0.7689583696696574,1.2957049060212897,-0.8311217374301791,0.43188129001668185,0.14048237259688703,-1.901516981124799,-0.18664099752346,-0.27567314810142585,65.90701084
0.052492990935728644,-0.8555811624020687,-0.8311217374301791,0.47880658604052034,-1.0333380522817828,-0.7673317126343282,1.5221376859022084,-0.27567314810142585,25.573354316
0.6666061727076675,-0.637001294487396,0.6854196896760567,-1.72668232707989,1.1684136875263509,-0.08326032872415737,1.2218967458642933,-0.27567314810142585,44.02993736
-1.0738464129050775,-0.3714842759889408,1.730269829609147,-2.8176954596341353,-0.07415907652378403,1.0827126434796113,0.09889678536856629,0.18760392036649576,32.8535314
-1.2315618436783256,-0.8555811624020687,2.0612510874631575,-0.6943258145554425,1.6496800617266052,1.277253390204994,-1.1627329425026924,-0.27567314810142585,13.45857152
0.24789263968134556,-0.8555811624020687,-0.8311217374301791,0.47880658604052034,-1.0333380522817828,-0.04511508426819985,0.9624292668191807,5.217469235161073,38.11423328
2.2204986174942403,-0.8555811624020687,-0.8311217374301791,-1.6797570310560515,-1.0333380522817828,-0.9860311141818185,1.5307866018703795,-0.27567314810142585,74.98740976
0.7373222360632243,1.3187133131702027,-0.8311217374301791,-0.7928689362055031,0.9118500803742985,-0.3668066458467743,-0.2014677106117527,0.7667002559513978,79.29663476
-1.2585456046955774,-0.8555811624020687,2.0159111891269914,-0.018601551812167657,1.4819914296010808,-1.7120622669935435,1.3862261492595305,-0.27567314810142585,15.526310044
-1.1012954111812474,0.6227089969155867,1.2341888040206843,-0.316107928603304,0.32158609529245324,0.41008483290622594,-0.31513917762199156,-0.27567314810142585,46.38794528
-1.225978996571308,-0.8555811624020687,0.9183729604377363,0.1221743362593479,0.29140214150985894,0.23461670840882193,0.5411035032268788,-0.27567314810142585,12.180972492
-0.7570198395818272,-0.7290349230830476,1.3733353885696071,1.1357607303742596,-0.744913605025881,-0.40113736585713666,0.3570051490472518,-0.6893133878049272,9.8496571458
-0.6500152700306561,-0.8555811624020687,1.8930244301882801,-1.275730232290801,0.92191139830183,1.0013361219735675,0.041690384036239175,-0.5073116823353866,33.70158688
-0.7570198395818272,-0.7290349230830476,1.3733353885696071,1.1357607303742596,-0.744913605025881,-0.40113736585713666,0.3570051490472518,0.18760392036649576,23.2451908542
0.8992248021667353,0.2373181771712952,-0.8311217374301791,2.168117242898707,-1.0333380522817828,-0.5282881807103283,-2.2006028586831423,-0.27567314810142585,36.447769788
0.7373222360632243,1.3187133131702027,-0.8311217374301791,-0.7928689362055031,0.9118500803742985,-0.3668066458467743,-0.2014677106117527,0.18760392036649576,77.29715436
-1.2120218788037638,0.8125283558941183,0.935570852910075,-0.15468491028129963,0.30817100472241127,0.36049601511348145,-1.030528084132087,-0.27567314810142585,25.559564796
0.28325067135912396,-0.8555811624020687,0.9293170738292245,-0.5582424560863106,0.6603171321860122,-0.6134792266619674,0.13336889329884505,-0.27567314810142585,38.461039708
-0.33988811323582674,-0.8555811624020687,1.1244349811517589,-1.806455330320415,0.9772486469032531,1.4400064332170788,0.3556460336808248,-0.6893133878049272,23.52492112
-0.2638683451286035,-0.8555811624020687,-0.8311217374301791,0.47880658604052034,-1.0333380522817828,-1.064864619390798,2.1362107196423086,0.7501546463632577,21.859147104
-1.019320606159872,0.2185663253449312,1.6688264501397911,-0.4437447337881447,0.5982723382995683,0.4278859469856739,-0.31513917762199156,-0.27567314810142585,37.81086384
-0.29178258066369167,-0.8555811624020687,-0.8311217374301791,0.15032951387365073,-1.0333380522817828,1.7477114051618035,0.14696004696311313,-0.27567314810142585,19.69143456
-1.240866588856688,1.8709150847441127,-0.8311217374301791,-0.36584874238857296,0.9789255332245083,1.2136779827783981,-1.1997997252234227,-0.27567314810142585,37.43165204
-0.6002348833264156,-0.8555811624020687,1.109582255834739,-1.093660083718308,0.866574149700407,1.3370142731859946,0.2817595801241688,-0.5073116823353866,26.04840328
0.5177302498538642,-0.8555811624020687,-0.8311217374301791,0.7134330661597129,-1.0333380522817828,-0.07054524723883819,0.10989326424238278,5.300197283101773,38.89334116
-1.2985560089625368,0.7124417847963472,0.8292566085356172,-0.1734550286908353,0.22432668865964916,-0.40749490659979626,0.027110782832751118,-0.27567314810142585,26.147687824
-0.2871302080745103,-0.8555811624020687,-0.8311217374301791,0.18317722109033716,-1.0333380522817828,1.7553404540529938,0.15066672523518562,-0.623130949452367,11.483912256
-1.278085569570139,1.7903856597229175,-0.8311217374301791,0.9480595462789055,-0.5302721559052099,-1.8633717366688414,1.2342523401045367,-0.27567314810142585,33.0603742
-0.4201880641250972,0.9712863652216176,-0.8311217374301791,0.18317722109033716,-1.0333380522817828,0.8525696685953326,-0.4671129867769868,-0.623130949452367,15.691094808
2.387984030704769,-0.8555811624020687,-0.8311217374301791,-0.41277403841241145,-1.0333380522817828,1.9257225459562717,-1.9658465681185167,-0.27567314810142585,67.30664712
-0.4313537583391323,0.2028055664479258,0.278924049420777,3.059697867351639,-0.02720625952863721,-1.5327796180505429,-0.9526878404185538,-0.27567314810142585,28.62704352
0.052492990935728644,-0.8555811624020687,-0.8311217374301791,0.47880658604052034,-1.0333380522817828,-0.7673317126343282,1.5221376859022084,0.7501546463632577,32.068218236
-1.147819137073061,2.0204697312120468,-0.8311217374301791,-0.6474005185316041,0.9789255332245083,0.9593763530720147,-1.039177000100258,-0.27567314810142585,39.45181672
-1.0738464129050775,-0.3714842759889408,1.730269829609147,-2.8176954596341353,-0.07415907652378403,1.0827126434796113,0.09889678536856629,0.9156107422446582,39.2311844
1.5514874391699616,-0.2803709836792456,-0.8311217374301791,0.8542089542312284,-0.5302721559052099,1.9180934970650814,-1.9633754492704674,-0.27567314810142585,39.37597436
0.620082446815854,-0.8555811624020687,-0.8311217374301791,0.994984842302744,-1.0333380522817828,0.005745241673076837,0.03575969880092209,-0.27567314810142585,27.3377234
-0.4967661169430222,-0.8555811624020687,1.0185897702083648,0.6416373632432399,-0.2569396855406054,0.7101607559597601,-0.1669956026814725,0.18760392036649576,31.53663224
2.3070327476530132,-0.8555811624020687,-0.8311217374301791,-1.8768432743561727,3.6954813736580006,-1.5442231913873299,1.50236873511782,-0.6893133878049272,41.2996124
2.3070327476530132,-0.8555811624020687,-0.8311217374301791,-1.8768432743561727,3.6954813736580006,-1.5442231913873299,1.50236873511782,0.18760392036649576,58.79851328
0.06505439692651852,-0.8555811624020687,0.6725994425603133,-0.6436464948496964,0.5446119760194005,-0.15726210296871557,1.1477631804228325,0.18760392036649576,45.08483564
-1.0794292600120952,0.6388148819198258,1.1797809260172853,-0.2973378101937683,0.2729563919760512,0.4164423736488855,-0.31513917762199156,0.18760392036649576,51.72448952
-0.6060038253370005,-0.22699147909376763,1.1041101991389948,-1.9261148351812036,0.9638335563332111,1.298869028730037,0.25408304902602336,-0.27567314810142585,55.50971276
1.4202905321550472,-0.8555811624020687,-0.8311217374301791,1.6988642826603217,-1.0333380522817828,-1.7184198077362032,-0.6475046626845401,-0.27567314810142585,23.84897484
0.7038251534211184,-0.637001294487396,1.3733353885696071,-1.3043546628653433,0.7961449242076869,-0.40113736585713666,0.3570051490472518,0.18760392036649576,68.7506068542
0.8992248021667353,-0.8555811624020687,-0.8311217374301791,2.168117242898707,-1.0333380522817828,-0.5282881807103283,-1.2615776964246401,2.239259509295863,53.104130996
-0.6639723877982001,0.7699628026686295,-0.8311217374301791,1.0184474903146632,-1.0333380522817828,-0.0018838072181149548,-0.27313015720516415,-0.623130949452367,15.0305768
0.027370178954149428,1.4556133357062346,-0.8311217374301791,-1.740759915887042,0.8447746275240887,0.39482673512384375,0.39036525349590967,-0.27567314810142585,67.69964844
-0.4211185386429334,-0.8555811624020687,-0.8311217374301791,0.18317722109033716,-1.0333380522817828,1.8468890407472922,0.21244469643640285,-0.27567314810142585,17.576122192
0.11492783108254225,-0.8555811624020687,0.6641568408011652,-0.4812849706072161,0.4540601146716172,-0.23406119514004292,1.076100733829421,-0.27567314810142585,39.94134468
-0.07777344156134931,-0.8555811624020687,-0.8311217374301791,0.0564789218259737,-1.0333380522817828,1.4552645309994625,0.4434943087289559,-0.27567314810142585,24.49708228
-0.7430627218142831,0.7055392626516731,-0.8311217374301791,0.18317722109033716,-1.0333380522817828,1.3052265694726968,-0.1582231307709006,-0.623130949452367,11.957582268
2.2484128530293286,-0.8555811624020687,-0.8311217374301791,0.3380306979690048,-1.0333380522817828,1.9257225459562717,-1.9658465681185167,3.728364372228468,67.11359384
2.387984030704769,-0.8555811624020687,-0.8311217374301791,-0.9289522946746351,-0.614116471967972,0.8449406197041421,-1.1874441309831794,-0.27567314810142585,79.98611076
1.5133379839386742,-0.5794802766151136,0.40399963103778613,-0.9289522946746351,0.9185576256593196,-0.08326032872415737,-0.7426427383344152,-0.6893133878049272,23.34565736
-0.29355048224758057,-0.8555811624020687,0.7313849659203076,-1.6731874896127146,1.0376165544684417,0.4126278492032903,1.5772436362136948,-0.27567314810142585,33.94290348
